feature_id,symb,num,length
ENSMUSG00000107310,Gm7452,2,3087
ENSMUSG00000038648,Creb3l2,6,7283
ENSMUSG00000120046,Gm33318,1,1666
ENSMUSG00000038641,Akr1d1,13,2893
ENSMUSG00000106889,Gm7463,2,547
ENSMUSG00000107035,Ybx1-ps2,2,957
ENSMUSG00000080242,Atp6v0c-ps2,6,465
ENSMUSG00000106853,Gm7492,2,725
ENSMUSG00000029833,Trim24,18,8521
ENSMUSG00000029830,Svopl,16,5814
ENSMUSG00000038600,Atp6v0a4,13,4973
ENSMUSG00000029829,Tmem213,5,631
ENSMUSG00000087924,Gm23231,3,104
ENSMUSG00000063455,D630045J12Rik,17,13450
ENSMUSG00000107026,Gm7504,2,424
ENSMUSG00000047749,Zc3hav1l,3,6536
ENSMUSG00000029826,Zc3hav1,15,6518
ENSMUSG00000106836,Gm43578,2,459
ENSMUSG00000057696,Rpl30-ps1,5,348
ENSMUSG00000056832,Ttc26,15,4673
ENSMUSG00000089905,Gm16563,2,423
ENSMUSG00000038538,Ubn2,18,21438
ENSMUSG00000098285,Mir7670,3,69
ENSMUSG00000019689,Fmc1,5,689
ENSMUSG00000081670,Gm15697,2,2902
ENSMUSG00000120919,Gm56952,1,528
ENSMUSG00000029823,Luc7l2,17,12084
ENSMUSG00000071537,Klrg2,7,3422
ENSMUSG00000079598,Clec2l,5,1499
ENSMUSG00000120732,Gm56936,1,1581
ENSMUSG00000061436,Hipk2,16,8836
ENSMUSG00000029925,Tbxas1,14,9094
ENSMUSG00000106737,Gm42962,2,2325
ENSMUSG00000077339,Gm23010,3,126
ENSMUSG00000100121,1700025N23Rik,2,915
ENSMUSG00000038507,Parp12,7,3995
ENSMUSG00000073144,4930599N23Rik,6,972
ENSMUSG00000106976,Gm42963,2,1217
ENSMUSG00000042599,Kdm7a,9,10057
ENSMUSG00000115026,Gm49041,2,544
ENSMUSG00000107365,Gm43479,2,529
ENSMUSG00000089422,Gm26008,3,99
ENSMUSG00000029924,Slc37a3,13,5409
ENSMUSG00000029923,Rab19,5,1575
ENSMUSG00000029922,Mkrn1,16,4439
ENSMUSG00000068601,Gm10244,3,1141
ENSMUSG00000064900,Gm25402,3,131
ENSMUSG00000038456,Dennd2a,10,7229
ENSMUSG00000085058,8030453O22Rik,3,2383
ENSMUSG00000046947,Adck2,13,3950
ENSMUSG00000086582,Gm16272,2,388
ENSMUSG00000107071,Gm42420,2,634
ENSMUSG00000002416,Ndufb2,14,5628
ENSMUSG00000002413,Braf,16,13862
ENSMUSG00000091313,Fth-ps2,2,516
ENSMUSG00000029918,Mrps33,10,1667
ENSMUSG00000106936,Gm7554,2,574
ENSMUSG00000106827,Gm7556,2,1084
ENSMUSG00000057716,Tmem178b,8,11539
ENSMUSG00000097406,Gm26833,2,440
ENSMUSG00000103331,Gm37995,2,1714
ENSMUSG00000102623,Gm37673,2,2451
ENSMUSG00000097563,Gm26638,2,1924
ENSMUSG00000097484,Gm26807,2,4363
ENSMUSG00000102287,Gm37003,2,2827
ENSMUSG00000029916,Agk,12,11392
ENSMUSG00000037172,Dennd11,15,7811
ENSMUSG00000037159,Wee2,12,3140
ENSMUSG00000029911,Ssbp1,15,8360
ENSMUSG00000052850,Tas2r137,6,1073
ENSMUSG00000037140,Tas2r108,7,1013
ENSMUSG00000029909,Prss37,7,1123
ENSMUSG00000107359,Gm43295,2,412
ENSMUSG00000068259,Or9a7,5,4292
ENSMUSG00000045514,Or9a4,6,3371
ENSMUSG00000029915,Clec5a,15,3840
ENSMUSG00000058250,Tas2r138,3,996
ENSMUSG00000068587,Mgam,11,12094
ENSMUSG00000102802,Mgam2-ps,4,8050
ENSMUSG00000029885,Moxd2,4,1860
ENSMUSG00000104084,Gm38276,2,1343
ENSMUSG00000076461,Trbv1,3,417
ENSMUSG00000051936,Prss58,5,979
ENSMUSG00000029883,Prss59,13,1844
ENSMUSG00000063252,Gm4744,8,743
ENSMUSG00000101629,Gm29588,2,298
ENSMUSG00000094808,1810009J06Rik,3,882
ENSMUSG00000096525,Gm2663,3,862
ENSMUSG00000104408,Gm38015,2,188
ENSMUSG00000104105,Gm37878,2,387
ENSMUSG00000103157,Gm38294,2,381
ENSMUSG00000029882,Prss3b,6,2142
ENSMUSG00000076462,Trbv2,3,560
ENSMUSG00000076463,Trbv3,3,455
ENSMUSG00000103586,5830405F06Rik,6,2347
ENSMUSG00000107486,Trbv4,2,393
ENSMUSG00000076465,Trbv5,3,368
ENSMUSG00000103807,Trbv6,2,276
ENSMUSG00000102622,Trbv7,2,402
ENSMUSG00000103833,Gm49885,2,620
ENSMUSG00000102821,Trbv8,2,285
ENSMUSG00000104198,Trbv9,2,290
ENSMUSG00000091671,Trbv10,2,289
ENSMUSG00000102903,Trbv11,2,260
ENSMUSG00000095574,Trbv12-1,3,389
ENSMUSG00000076467,Trbv13-1,5,366
ENSMUSG00000094525,Trbv12-2,3,385
ENSMUSG00000076469,Trbv13-2,4,340
ENSMUSG00000102327,Trbv12-3,2,372
ENSMUSG00000076470,Trbv13-3,2,340
ENSMUSG00000076471,Trbv14,4,368
ENSMUSG00000076472,Trbv15,3,370
ENSMUSG00000076473,Trbv16,4,398
ENSMUSG00000076474,Trbv17,4,374
ENSMUSG00000102409,Trbv18,2,294
ENSMUSG00000076475,Trbv19,3,566
ENSMUSG00000076476,Trbv20,2,335
ENSMUSG00000076477,Trbv21,5,381
ENSMUSG00000102988,Trbv22,2,291
ENSMUSG00000076478,Trbv23,9,347
ENSMUSG00000102955,Trbv24,2,347
ENSMUSG00000104473,Trbv25,2,273
ENSMUSG00000076479,Trbv26,5,367
ENSMUSG00000103042,Gm2719,2,444
ENSMUSG00000104254,Trbv27,2,277
ENSMUSG00000104326,Trbv28,2,264
ENSMUSG00000076480,Trbv29,3,353
ENSMUSG00000076481,Trbv30,9,335
ENSMUSG00000054106,Try4,8,801
ENSMUSG00000103797,Gm18964,2,563
ENSMUSG00000036938,Try5,18,902
ENSMUSG00000071521,Try10,5,860
ENSMUSG00000071519,Prss3,7,822
ENSMUSG00000058119,Gm5771,7,798
ENSMUSG00000103397,Gm38306,2,237
ENSMUSG00000059014,Gm5409,9,698
ENSMUSG00000071517,Gm10334,7,876
ENSMUSG00000062751,Prss1,6,805
ENSMUSG00000102221,Gm37301,2,568
ENSMUSG00000104513,Gm29813,2,447
ENSMUSG00000102616,Gm37841,2,376
ENSMUSG00000103699,Gm38018,2,540
ENSMUSG00000057163,Prss2,4,815
ENSMUSG00000095668,Trbd1,2,12
ENSMUSG00000076483,Trbj1-1,2,48
ENSMUSG00000076484,Trbj1-2,2,48
ENSMUSG00000076485,Trbj1-3,4,50
ENSMUSG00000076486,Trbj1-4,2,51
ENSMUSG00000076487,Trbj1-5,2,50
ENSMUSG00000076488,Trbj1-6,2,53
ENSMUSG00000076489,Trbj1-7,4,46
ENSMUSG00000076490,Trbc1,8,737
ENSMUSG00000094569,Trbd2,2,14
ENSMUSG00000076492,Trbj2-1,2,50
ENSMUSG00000076493,Trbj2-2,2,51
ENSMUSG00000076494,Trbj2-3,2,49
ENSMUSG00000076495,Trbj2-4,2,49
ENSMUSG00000076496,Trbj2-5,2,49
ENSMUSG00000090818,Trbj2-6,2,48
ENSMUSG00000076497,Trbj2-7,2,47
ENSMUSG00000076498,Trbc2,3,692
ENSMUSG00000120647,Gm56934,1,615
ENSMUSG00000076499,Trbv31,4,418
ENSMUSG00000098970,Gm27549,3,62
ENSMUSG00000029869,Ephb6,8,3773
ENSMUSG00000029868,Trpv6,15,3936
ENSMUSG00000036899,Trpv5,11,3243
ENSMUSG00000029867,Llcfc1,6,741
ENSMUSG00000029866,Kel,14,2773
ENSMUSG00000103788,Gm37527,2,3547
ENSMUSG00000045479,Or9a2,8,3870
ENSMUSG00000058499,Pip,10,2388
ENSMUSG00000014104,Sval2,13,1208
ENSMUSG00000029865,Sval1,5,615
ENSMUSG00000062833,Sval3,3,550
ENSMUSG00000023289,Sva,12,651
ENSMUSG00000107543,Gm34701,2,849
ENSMUSG00000047102,Tas2r139,5,960
ENSMUSG00000051917,Tas2r144,4,960
ENSMUSG00000029864,Gstk1,8,1469
ENSMUSG00000071506,Tmem139,5,2597
ENSMUSG00000029863,Casp2,14,7057
ENSMUSG00002075822,Gm54541,1,78
ENSMUSG00000029862,Clcn1,17,5428
ENSMUSG00000029861,Fam131b,18,4104
ENSMUSG00000108033,Gm44284,2,3444
ENSMUSG00002076678,Gm24611,1,107
ENSMUSG00000029860,Zyx,17,5390
ENSMUSG00000029859,Epha1,7,3928
ENSMUSG00000101268,2010310C07Rik,7,2398
ENSMUSG00000046652,Tas2r143,4,882
ENSMUSG00000056203,Tas2r135,5,1093
ENSMUSG00000048284,Tas2r126,5,930
ENSMUSG00000108150,Gm44470,2,142
ENSMUSG00000068574,Or2r11,3,1799
ENSMUSG00000091983,Or2r3,4,4404
ENSMUSG00000090631,Or2r2,4,1052
ENSMUSG00000078177,Gm4877,4,798
ENSMUSG00000071494,Or10ac1,6,4054
ENSMUSG00000018656,Tcaf3,6,3692
ENSMUSG00000029851,Tcaf2,6,4778
ENSMUSG00000036667,Tcaf1,15,9638
ENSMUSG00000107986,Or2ar1-ps1,2,348
ENSMUSG00000107416,Gm44030,2,432
ENSMUSG00000107650,Gm44032,2,166
ENSMUSG00000095831,Or2f1,3,3082
ENSMUSG00000107818,Gm44034,2,64
ENSMUSG00000095236,Or2f1b,3,2782
ENSMUSG00000065034,Gm22363,3,108
ENSMUSG00000094192,Or2f2,6,2813
ENSMUSG00000108058,Or13m2-ps1,2,936
ENSMUSG00000054431,Or2q1,5,1899
ENSMUSG00002075492,Gm54599,1,106
ENSMUSG00000049168,Or6b1,10,2024
ENSMUSG00000043119,Or2a5,6,3103
ENSMUSG00000045708,Or2a25,5,3185
ENSMUSG00000073111,Or2a12,4,4399
ENSMUSG00000108157,Olrf445-ps1,2,314
ENSMUSG00000073110,Or2a56,4,1473
ENSMUSG00000091008,Gm17472,2,352
ENSMUSG00000121299,ENSMUSG00000121299,1,1617
ENSMUSG00000076500,Gm20730,3,359
ENSMUSG00000091386,Or2a55-ps1,4,915
ENSMUSG00000108193,Olfr442-ps1,2,316
ENSMUSG00000094669,Or2a54,4,2402
ENSMUSG00000107889,Or2a53-ps1,2,917
ENSMUSG00000108149,Olfr439-ps1,2,307
ENSMUSG00000094200,Or2a14,3,4225
ENSMUSG00000071481,Or2a52,5,2953
ENSMUSG00000043605,Or2a7,6,3709
ENSMUSG00000107469,Or2ac1-ps1,2,284
ENSMUSG00000048693,Or2a51,6,2491
ENSMUSG00000096158,Gm21827,2,423
ENSMUSG00000059411,Or2a20,7,1346
ENSMUSG00000061210,Or2a57,5,1631
ENSMUSG00000108190,Gm44731,2,542
ENSMUSG00000033542,Arhgef5,14,9977
ENSMUSG00000107861,Gm44253,2,628
ENSMUSG00000029736,Nobox,16,2012
ENSMUSG00000029735,Tpk1,18,4603
ENSMUSG00000084325,Gm15550,3,1748
ENSMUSG00000120319,Gm35113,1,718
ENSMUSG00000107709,9430018G01Rik,2,3758
ENSMUSG00000107465,Gm5990,2,746
ENSMUSG00000107920,Gm7783,2,781
ENSMUSG00000077146,Gm22939,3,131
ENSMUSG00000107598,Gm35216,2,433
ENSMUSG00000107953,Gm44211,2,145
ENSMUSG00000107845,Gm44212,2,897
ENSMUSG00000107904,Gm44213,2,703
ENSMUSG00000039419,Cntnap2,18,10248
ENSMUSG00000107729,B230112I24Rik,2,1229
ENSMUSG00000107858,Gm43879,2,3760
ENSMUSG00000108070,Gm43872,2,2213
ENSMUSG00000107643,Gm43885,2,2542
ENSMUSG00000108146,Gm43889,2,3681
ENSMUSG00000107779,Gm43874,2,2798
ENSMUSG00000108008,Gm43869,2,1405
ENSMUSG00000107414,6330419E04Rik,2,1263
ENSMUSG00000107433,Gm43882,2,2264
ENSMUSG00000108123,Gm43884,2,559
ENSMUSG00000107886,Gm43880,2,2162
ENSMUSG00000108055,Gm43876,2,3229
ENSMUSG00000107515,Gm43886,2,2386
ENSMUSG00002076345,Gm54627,1,304
ENSMUSG00000107913,Gm43871,2,1955
ENSMUSG00000107606,Gm43873,2,3938
ENSMUSG00000107571,Gm43877,2,2238
ENSMUSG00000107782,Gm43888,2,2587
ENSMUSG00000108189,Gm43887,2,3186
ENSMUSG00000107712,Gm43870,2,4369
ENSMUSG00000107442,Gm43881,2,2530
ENSMUSG00000089538,Gm25161,3,132
ENSMUSG00000107454,Gm43875,2,2475
ENSMUSG00000079575,Rbpj-ps3,4,1441
ENSMUSG00000107725,Gm18484,2,991
ENSMUSG00000107532,Gm35931,2,448
ENSMUSG00000108217,Gm43883,2,3750
ENSMUSG00000107952,Gm6352,2,1134
ENSMUSG00000107853,Gm18584,2,964
ENSMUSG00000029686,Cul1,16,4040
ENSMUSG00000052241,A930035D04Rik,4,543
ENSMUSG00000029687,Ezh2,17,6678
ENSMUSG00000107628,Gm44282,2,190
ENSMUSG00000108180,Gm44141,2,1583
ENSMUSG00000087897,Gm25283,3,77
ENSMUSG00000064945,Rny3,3,102
ENSMUSG00000097255,Rpl31-ps7,2,379
ENSMUSG00000065701,Rny1,3,112
ENSMUSG00000025823,Pdia4,10,2399
ENSMUSG00000076060,Mir704,3,77
ENSMUSG00000094557,Rpl35a-ps7,2,333
ENSMUSG00000051499,Zfp786,8,5421
ENSMUSG00000062519,Zfp398,14,11758
ENSMUSG00000107604,Gm44041,2,396
ENSMUSG00000025821,Zfp282,10,7663
ENSMUSG00000052763,Zfp212,8,3002
ENSMUSG00000121486,Zfp783_ENSMUSG00000121486,1,6886
ENSMUSG00000072653,Zfp783_ENSMUSG00000072653,17,1479
ENSMUSG00000045466,Zfp956,19,2968
ENSMUSG00000107824,Gm6443,2,874
ENSMUSG00000071477,Zfp777,11,3588
ENSMUSG00000108101,Gm45738,2,233
ENSMUSG00002075679,Gm54714,1,93
ENSMUSG00000057691,Zfp746,9,8041
ENSMUSG00000097434,Gm16630,3,3257
ENSMUSG00000092888,Gm22122,3,200
ENSMUSG00000107875,Gm54719,2,1229
ENSMUSG00000108275,Gm7880,2,871
ENSMUSG00000042810,Krba1,15,14064
ENSMUSG00002076877,Gm54756,1,74
ENSMUSG00000068551,Zfp467,13,4255
ENSMUSG00000029797,Sspo,14,15863
ENSMUSG00000107476,Zfp862-ps,5,8709
ENSMUSG00000095526,Gm10243,3,333
ENSMUSG00000044211,Gm7887,10,537
ENSMUSG00000097716,1700026J14Rik,2,794
ENSMUSG00000039347,Atp6v0e2,8,2381
ENSMUSG00000073096,Lrrc61,12,2913
ENSMUSG00000118619,Gm53041,2,1773
ENSMUSG00000009281,Rarres2,7,2656
ENSMUSG00000052730,Gm5111,8,1140
ENSMUSG00000107588,Gm45021,2,369
ENSMUSG00000052751,Repin1,17,3975
ENSMUSG00000107789,Gm44965,2,434
ENSMUSG00000007216,Zfp775,7,4244
ENSMUSG00000107640,Gm38804,2,767
ENSMUSG00000053297,AI854703,15,4306
ENSMUSG00000064262,Gimap8,8,3700
ENSMUSG00000108117,Gm44262,2,372
ENSMUSG00000051124,Gimap9,7,1642
ENSMUSG00000054435,Gimap4,17,1837
ENSMUSG00000047867,Gimap6,12,3496
ENSMUSG00000098715,Gm28053,7,989
ENSMUSG00000043931,Gimap7,11,2325
ENSMUSG00000044867,Gimap1os,7,3113
ENSMUSG00000090019,Gimap1,6,3073
ENSMUSG00000043505,Gimap5,9,4149
ENSMUSG00000108298,Gm44226,2,1195
ENSMUSG00000107481,4833403J16Rik,2,1031
ENSMUSG00000039264,Gimap3,10,2577
ENSMUSG00000108130,Gm30781,2,216
ENSMUSG00000107574,Gm17834,2,891
ENSMUSG00000029810,Tmem176b,16,2371
ENSMUSG00000023367,Tmem176a,15,3810
ENSMUSG00000107597,Gm44764,2,749
ENSMUSG00000108084,Gm7932,3,2226
ENSMUSG00000029811,Aoc1,15,3256
ENSMUSG00000029813,Aoc1l2,9,2485
ENSMUSG00000089335,Gm24348,4,130
ENSMUSG00000068537,Gm10242,3,330
ENSMUSG00000107943,Gm18538,2,484
ENSMUSG00000107692,Gm19172,2,1246
ENSMUSG00000068536,Aoc1l1,12,2733
ENSMUSG00000108017,Gm18539,2,1090
ENSMUSG00000107656,4930563H07Rik,2,628
ENSMUSG00000039215,Aoc1l3,6,2775
ENSMUSG00000107457,Gm19173,2,1523
ENSMUSG00000029816,Gpnmb,11,6514
ENSMUSG00000107758,Gm19253,2,307
ENSMUSG00000121098,Gm56981,1,797
ENSMUSG00000029815,Malsu1,13,3777
ENSMUSG00000107990,Gm7890,2,601
ENSMUSG00000029814,Igf2bp3,11,8159
ENSMUSG00000107727,Gm18010,2,202
ENSMUSG00000120270,Gm56928,1,2092
ENSMUSG00000029817,Tra2a,12,6945
ENSMUSG00000107962,Gm43980,2,1612
ENSMUSG00000107916,Gm18011,2,565
ENSMUSG00000050786,Ccdc126,9,2421
ENSMUSG00000047115,Fam221a,16,4537
ENSMUSG00000023403,Stk31,15,3237
ENSMUSG00000090624,Gm17060,2,824
ENSMUSG00000108266,Gm5305,2,746
ENSMUSG00000107982,Gm44219,2,273
ENSMUSG00000029819,Npy,7,566
ENSMUSG00000107664,Gm18007,2,844
ENSMUSG00000108071,Gm3455,2,1954
ENSMUSG00000038388,Pals2,15,6254
ENSMUSG00000029821,Gsdme,16,12742
ENSMUSG00000029822,Osbpl3,16,9021
ENSMUSG00000121037,Gm40372,1,521
ENSMUSG00000077357,Gm26289,3,131
ENSMUSG00000063694,Cycs,6,3404
ENSMUSG00000085776,5430402O13Rik,10,2993
ENSMUSG00000099221,Mir6371,3,111
ENSMUSG00000029828,4921507P07Rik,5,2378
ENSMUSG00000107447,Gm44054,2,372
ENSMUSG00000107418,Gm4782,2,2046
ENSMUSG00000108135,Gm8035,2,687
ENSMUSG00000107821,Gm8038,2,2044
ENSMUSG00000108016,Gm8039,2,712
ENSMUSG00000107740,Gm18765,2,660
ENSMUSG00000029831,Npvf,8,812
ENSMUSG00000107672,Gm3017,2,1126
ENSMUSG00000107667,C530044C16Rik,3,1810
ENSMUSG00000107978,Gm44109,2,1954
ENSMUSG00000118645,Gm55062,2,480
ENSMUSG00000107993,G930045G22Rik,4,673
ENSMUSG00000107488,Gm31579,2,966
ENSMUSG00000108153,Gm44402,2,238
ENSMUSG00000065505,Mir148a,3,99
ENSMUSG00000107619,Gm32479,2,2739
ENSMUSG00000120028,Gm56926,1,1615
ENSMUSG00000107660,Gm6559,2,1694
ENSMUSG00000108236,0610033M10Rik,2,1102
ENSMUSG00000029832,Nfe2l3,17,2973
ENSMUSG00000004980,Hnrnpa2b1,17,6584
ENSMUSG00000029836,Cbx3,16,5992
ENSMUSG00000038301,Snx10,16,9300
ENSMUSG00002076122,Gm55121,1,77
ENSMUSG00000108145,Gm38811,2,3478
ENSMUSG00000059182,Skap2,9,11357
ENSMUSG00000108244,Gm44077,2,435
ENSMUSG00000085412,Halr1,9,5500
ENSMUSG00000081979,Rps8-ps3,2,650
ENSMUSG00000082781,Rps19-ps14,2,269
ENSMUSG00000029844,Hoxa1,10,2251
ENSMUSG00000087658,Hotairm1,3,1025
ENSMUSG00002076637,Gm56050,1,125
ENSMUSG00002075344,Gm56051,1,214
ENSMUSG00002074924,Gm56052,1,102
ENSMUSG00002075580,Gm56053,1,143
ENSMUSG00000014704,Hoxa2,11,1775
ENSMUSG00000101298,Gm28308,2,752
ENSMUSG00000056445,Hoxaas2,9,3361
ENSMUSG00000079560,Hoxa3,14,6014
ENSMUSG00000087626,Gm15050,2,552
ENSMUSG00000085696,Hoxaas3,9,2889
ENSMUSG00000056468,5730596B20Rik,5,3697
ENSMUSG00000101451,Gm29430,2,2015
ENSMUSG00000000942,Hoxa4,11,1594
ENSMUSG00000038253,Hoxa5,7,1877
ENSMUSG00000043219,Hoxa6,10,874
ENSMUSG00000038236,Hoxa7,9,2876
ENSMUSG00000038227,Hoxa9,16,5580
ENSMUSG00000065443,Mir196b,3,85
ENSMUSG00000000938,Hoxa10,12,3270
ENSMUSG00000038210,Hoxa11,11,2287
ENSMUSG00000086427,Hoxa11os,9,3073
ENSMUSG00002075397,Gm56036,1,96
ENSMUSG00002075448,Gm56037,1,187
ENSMUSG00002075224,Gm56038,1,91
ENSMUSG00002076021,Gm56039,1,233
ENSMUSG00002076839,Gm56040,1,204
ENSMUSG00002076652,Gm56041,1,177
ENSMUSG00000102373,9530018H14Rik,2,1243
ENSMUSG00000038203,Hoxa13,23,2400
ENSMUSG00002076831,Gm56042,1,59
ENSMUSG00002076776,Gm56043,1,378
ENSMUSG00000055408,Hottip,8,2879
ENSMUSG00002076186,Gm56044,1,361
ENSMUSG00002075330,Gm56045,1,171
ENSMUSG00000107463,Gm44294,2,728
ENSMUSG00000086126,Evx1os,2,3017
ENSMUSG00000005503,Evx1,9,2877
ENSMUSG00000059159,Gm8129,7,213
ENSMUSG00000084282,Gm15054,2,281
ENSMUSG00000107895,1700094M24Rik,2,665
ENSMUSG00000108062,Gm44028,2,355
ENSMUSG00000029776,Hibadh,12,10179
ENSMUSG00000107647,Gm44445,2,2683
ENSMUSG00000107813,Gm44434,2,3745
ENSMUSG00000064792,Gm24355,3,122
ENSMUSG00000108170,Gm43966,2,612
ENSMUSG00000004535,Tax1bp1,13,9991
ENSMUSG00000108036,Gm43967,2,301
ENSMUSG00000063568,Jazf1,12,2536
ENSMUSG00000081872,Gm15572,2,593
ENSMUSG00002075761,Gm55156,1,139
ENSMUSG00000080759,Gm15573,2,540
ENSMUSG00000108028,Gm8143,2,1186
ENSMUSG00000107935,Gm4872,2,1299
ENSMUSG00000053007,Creb5,10,25021
ENSMUSG00000119449,Gm25818,1,164
ENSMUSG00000108004,Gm44080,2,2214
ENSMUSG00000107984,Gm5306,2,757
ENSMUSG00000043496,Tril,8,5363
ENSMUSG00000108175,Gm16499_ENSMUSG00000108175,2,2065
ENSMUSG00000108255,Gm16499_ENSMUSG00000108255,2,2177
ENSMUSG00000119179,Gm22910,1,132
ENSMUSG00000052955,Cpvl,6,1706
ENSMUSG00000108060,4921529L05Rik,3,2720
ENSMUSG00000004633,Chn2,18,5812
ENSMUSG00000087670,9530036M11Rik,2,1996
ENSMUSG00000080205,Gm15526,3,204
ENSMUSG00000121002,Gm56973,1,640
ENSMUSG00000086946,Gm15527,8,3494
ENSMUSG00000073067,9130019P16Rik,11,5566
ENSMUSG00000045725,Prr15,6,3157
ENSMUSG00000086040,Wipf3,9,7114
ENSMUSG00000108081,Gm44026,2,2088
ENSMUSG00000019124,Scrn1,11,8613
ENSMUSG00000038074,Fkbp14,17,4149
ENSMUSG00000005225,Plekha8,16,7005
ENSMUSG00000101651,Gm28402,2,373
ENSMUSG00000038065,Mturn,14,5695
ENSMUSG00000108283,Gm44008,2,412
ENSMUSG00000058446,Znrf2,15,6176
ENSMUSG00000107841,Gm44185,2,3307
ENSMUSG00000038058,Nod1,15,5079
ENSMUSG00000077501,Gm24230,3,129
ENSMUSG00000002797,Ggct,10,7745
ENSMUSG00000029777,Gars,11,3119
ENSMUSG00000003476,Crhr2,17,5115
ENSMUSG00000108285,Gm34358,2,665
ENSMUSG00000003477,Inmt,6,1600
ENSMUSG00000038022,Mindy4,12,4785
ENSMUSG00000107766,Gm44073,2,429
ENSMUSG00002076023,Gm55301,1,101
ENSMUSG00000004655,Aqp1,6,2627
ENSMUSG00000004654,Ghrhr,7,3487
ENSMUSG00000108228,6430584L05Rik,3,3209
ENSMUSG00000029778,Adcyap1r1,13,6601
ENSMUSG00002076548,Gm55385,1,110
ENSMUSG00000037984,Neurod6,10,2150
ENSMUSG00000120822,Gm56939,1,1212
ENSMUSG00000108063,Gm3279,2,1092
ENSMUSG00000037973,Itprid1,7,3589
ENSMUSG00000002930,Ppp1r17,7,1757
ENSMUSG00000004347,Pde1c,18,20520
ENSMUSG00002076183,Gm55439,1,104
ENSMUSG00000119487,Gm24709,1,132
ENSMUSG00000077682,Gm22493,3,132
ENSMUSG00000091625,Lsm5,9,792
ENSMUSG00000029787,Avl9,11,8590
ENSMUSG00000059486,Kbtbd2,12,4083
ENSMUSG00000108080,Gm10209,2,1607
ENSMUSG00000029781,Fkbp9,8,3314
ENSMUSG00000029780,Nt5c3,15,4250
ENSMUSG00000108260,Gm3793,2,672
ENSMUSG00000071893,Vmn1r4,8,3740
ENSMUSG00000108021,Gm44049,2,2984
ENSMUSG00000090346,Vmn1r5,3,3393
ENSMUSG00000115701,Vmn1r6,2,8457
ENSMUSG00000093696,Vmn1r7,2,1219
ENSMUSG00000061208,Vmn1r8,7,1731
ENSMUSG00000091541,Vmn1r9,3,6778
ENSMUSG00000115181,Vmn1r10,2,2084
ENSMUSG00000115236,Vmn1r11,2,2522
ENSMUSG00000057981,Vmn1r12,6,6639
ENSMUSG00000093728,Vmn1r-ps8,2,838
ENSMUSG00000064259,Vmn1r13,3,5315
ENSMUSG00000114982,Vmn1r14,2,7542
ENSMUSG00000115199,Vmn1r15,2,2021
ENSMUSG00000093520,Vmn1r-ps9,3,629
ENSMUSG00000093621,Vmn1r-ps10,2,889
ENSMUSG00000115792,Vmn1r16,2,5813
ENSMUSG00000115644,Vmn1r17,2,2236
ENSMUSG00000091382,Vmn1r18,3,14362
ENSMUSG00000115799,Vmn1r19,2,2255
ENSMUSG00000115253,Vmn1r20,2,3709
ENSMUSG00000093398,Vmn1r-ps11,2,853
ENSMUSG00000093535,4930533I22Rik,2,2564
ENSMUSG00000108112,Gm45193,2,1552
ENSMUSG00000037826,Ppm1k,6,6022
ENSMUSG00002076654,Gm55459,1,317
ENSMUSG00000029798,Herc6,12,9292
ENSMUSG00000107627,Gm19244,2,253
ENSMUSG00000104204,Gm37397,2,2842
ENSMUSG00000043162,Pyurf,8,3573
ENSMUSG00000097656,Gm26712,2,217
ENSMUSG00000062190,Lancl2,13,3020
ENSMUSG00000037788,Vopp1,15,9821
ENSMUSG00000115343,Vmn1r21,2,1793
ENSMUSG00000107431,Gm44114,2,2727
ENSMUSG00000077717,Gm25726,3,129
ENSMUSG00000093530,Vmn1r-ps12,2,502
ENSMUSG00000115091,Vmn1r22,2,3674
ENSMUSG00000093376,Vmn1r23,2,997
ENSMUSG00000093541,Gm20660,2,289
ENSMUSG00000115507,Vmn1r24,2,1901
ENSMUSG00000115668,Vmn1r25,2,1101
ENSMUSG00000107678,Vmn1r-ps13,2,134
ENSMUSG00000048697,Vmn1r26,5,4600
ENSMUSG00000071419,Rps15-ps2,8,438
ENSMUSG00000121370,ENSMUSG00000121370,1,3452
ENSMUSG00000093382,Vmn1r-ps14,4,913
ENSMUSG00000121371,ENSMUSG00000121371,1,4630
ENSMUSG00000093666,Vmn1r-ps15,4,910
ENSMUSG00000093560,Gm6695,3,1172
ENSMUSG00000107530,Vmn1r-ps16,2,105
ENSMUSG00000093743,Vmn1r-ps17,2,894
ENSMUSG00000093708,Gm20718,2,259
ENSMUSG00000107521,Gm43994,2,227
ENSMUSG00000093731,Vmn1r-ps18,2,876
ENSMUSG00000071428,Vmn1r27,3,3115
ENSMUSG00000093522,Vmn1r-ps19,2,926
ENSMUSG00000115705,Vmn1r28,2,11160
ENSMUSG00000091734,Vmn1r29,3,4727
ENSMUSG00000093547,Gm20674,2,369
ENSMUSG00000093702,Vmn1r-ps20,2,915
ENSMUSG00000095670,Vmn1r30,3,2005
ENSMUSG00000107518,Gm44016,2,164
ENSMUSG00000093461,Vmn1r-ps21,2,925
ENSMUSG00000107960,Gm35077,2,275
ENSMUSG00000093747,Gm20673,2,430
ENSMUSG00000115404,Vmn1r31,2,2115
ENSMUSG00000093518,Vmn1r-ps22,2,900
ENSMUSG00000093588,Vmn1r-ps23,2,295
ENSMUSG00000093741,Gm20672,2,261
ENSMUSG00000029802,Abcg2,14,8153
